sample_id	transcript_1	transcript_2	shared_reads	total_reads_tx1	total_reads_tx2	sharing_fraction	recommendation
SAMEA117622252	ENST00000416769.2	ENST00000615991.1	1	2	19	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416858.7	ENST00000417237.5	1	2	10	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416858.7	ENST00000417253.7	1	2	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416858.7	ENST00000417952.5	1	2	16	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416858.7	ENST00000418105.5	1	2	24	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416858.7	ENST00000418304.1	1	2	95	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416858.7	ENST00000614708.1	1	2	22	0.5	ambiguous_quantification
SAMEA117622252	ENST00000416858.7	ENST00000615991.1	1	2	19	0.5	ambiguous_quantification
SAMEA117622252	ENST00000417253.7	ENST00000418304.1	2	4	95	0.5	ambiguous_quantification
SAMEA117622252	ENST00000417253.7	ENST00000614708.1	2	4	22	0.5	ambiguous_quantification
SAMEA117622252	ENST00000417253.7	ENST00000615991.1	2	4	19	0.5	ambiguous_quantification
SAMEA117622252	ENST00000199706.13	ENST00000238146.9	1	6	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000315423.12	ENST00000373358.8	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000394920.6	ENST00000253251.12	1	2	6	0.5	ambiguous_quantification
SAMEA117622252	ENST00000295682.6	ENST00000398104.6	1	2	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000302445.8	ENST00000261636.13	1	15	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000302445.8	ENST00000263280.11	1	15	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000261636.13	ENST00000263280.11	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000261636.13	ENST00000354216.11	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000263280.11	ENST00000354216.11	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000315927.9	ENST00000246071.8	1	5	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000246071.8	ENST00000263918.9	1	2	5	0.5	ambiguous_quantification
SAMEA117622252	ENST00000225665.12	transcript20.chr9.nnic	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	transcript223.chr14.nic	transcript391.chr5.nic	3	6	8	0.5	ambiguous_quantification
SAMEA117622252	transcript391.chr5.nic	ENST00000449758.6	3	8	6	0.5	ambiguous_quantification
SAMEA117622252	transcript223.chr14.nic	ENST00000449648.3	2	6	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000449648.3	ENST00000449758.6	2	4	6	0.5	ambiguous_quantification
SAMEA117622252	ENST00000202773.14	ENST00000423313.6	2	4	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000586636.5	transcript1320.chr19.nic	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	transcript1320.chr19.nic	ENST00000270233.12	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	transcript530.chr1.nic	ENST00000265069.13	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	transcript1240.chr1.nic	transcript2829.chr6.nnic	1	6	2	0.5	ambiguous_quantification
SAMEA117622252	transcript2829.chr6.nnic	ENST00000579788.6	1	2	5	0.5	ambiguous_quantification
SAMEA117622252	ENST00000370509.5	ENST00000219345.10	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000360079.8	ENST00000290130.4	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000464190.6	ENST00000284856.4	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000442510.8	ENST00000284856.4	1	9	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000425248.5	ENST00000426546.7	1	2	8	0.5	ambiguous_quantification
SAMEA117622252	ENST00000215567.10	ENST00000268835.7	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000293195.10	ENST00000569148.1	1	5	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000569148.1	transcript2810.chr6.nnic	1	2	7	0.5	ambiguous_quantification
SAMEA117622252	transcript190.chr15.nic	ENST00000477136.5	2	5	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000266458.10	ENST00000468410.5	1	2	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000266458.10	ENST00000470487.6	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000216124.10	ENST00000282924.9	4	8	14	0.5	ambiguous_quantification
SAMEA117622252	transcript972.chr17.nic	ENST00000314067.11	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000350997.12	ENST00000351870.8	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000331944.10	ENST00000667889.2	2	12	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000375499.8	ENST00000434600.6	1	2	7	0.5	ambiguous_quantification
SAMEA117622252	ENST00000337673.7	ENST00000789419.1	5	17	10	0.5	ambiguous_quantification
SAMEA117622252	ENST00000286234.6	ENST00000295246.7	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	transcript679.chr7.nnic	ENST00000298288.11	1	160	2	0.5	ambiguous_quantification
SAMEA117622252	transcript775.chr12.nnic	ENST00000298288.11	1	9	2	0.5	ambiguous_quantification
SAMEA117622252	transcript786.chr2.nic	ENST00000298288.11	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000298288.11	ENST00000368865.9	1	2	9	0.5	ambiguous_quantification
SAMEA117622252	ENST00000298288.11	ENST00000369144.8	1	2	10	0.5	ambiguous_quantification
SAMEA117622252	ENST00000298288.11	ENST00000369807.6	1	2	7	0.5	ambiguous_quantification
SAMEA117622252	ENST00000298288.11	ENST00000377798.9	1	2	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000401089.3	ENST00000403346.7	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000487045.6	ENST00000311638.7	1	2	3	0.5	ambiguous_quantification
SAMEA117622252	ENST00000234347.10	ENST00000300051.8	1	7	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000400485.6	ENST00000303415.7	2	31	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000229379.3	ENST00000307961.11	2	8	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000296577.9	ENST00000455784.7	2	8	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000259199.9	ENST00000375114.7	2	4	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000265260.8	ENST00000381344.8	1	6	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000262584.7	ENST00000397820.5	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000306065.9	ENST00000316999.9	1	2	5	0.5	ambiguous_quantification
SAMEA117622252	ENST00000361427.6	transcript105.chr6.nnic	1	6	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000361427.6	ENST00000366554.3	1	6	2	0.5	ambiguous_quantification
SAMEA117622252	transcript105.chr6.nnic	ENST00000366554.3	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000319394.8	ENST00000629576.2	3	21	6	0.5	ambiguous_quantification
SAMEA117622252	ENST00000573283.7	ENST00000357512.3	1	19	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000292147.7	ENST00000290216.14	1	36	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000274712.8	ENST00000418868.8	2	6	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000307877.7	ENST00000418868.8	2	6	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000414487.7	ENST00000357949.5	2	696	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000357799.9	ENST00000357949.5	2	5	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000373548.8	ENST00000319550.9	1	60	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000401419.7	ENST00000442526.3	4	35	8	0.5	ambiguous_quantification
SAMEA117622252	ENST00000377304.7	transcript401.chr15.nnic	2	14	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000320316.8	ENST00000321990.5	1	2	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000354546.10	ENST00000597551.6	1	11	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000256722.10	transcript327.chr19.nnic	1	10	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000259229.7	transcript916.chr17.nnic	1	14	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000016171.6	ENST00000379887.9	1	12	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000265174.5	ENST00000275517.8	1	3	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000378895.9	ENST00000600659.3	1	16	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000378895.9	transcript443.chr17.nic	1	16	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000600531.5	ENST00000600659.3	1	5	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000600531.5	transcript443.chr17.nic	1	5	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000600659.3	transcript443.chr17.nic	1	2	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000333916.8	ENST00000477171.1	2	20	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000476484.5	ENST00000477171.1	2	9	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000543165.1	transcript717.chr14.nic	2	9	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000395305.7	transcript1162.chr11.nnic	1	6	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000370986.9	ENST00000517990.5	2	14	4	0.5	ambiguous_quantification
SAMEA117622252	ENST00000412585.7	ENST00000636183.2	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	transcript495.chr16.nic	ENST00000636183.2	1	4	2	0.5	ambiguous_quantification
SAMEA117622252	ENST00000344537.10	ENST00000347631.8	2	4	6	0.5	ambiguous_quantification
